BBEID,BBEScore,BBEVote,numRatings,ratingByStars,LikedPercent
16451,141,2,7153,"['3661', '2324', '862', '186', '120']",96
16452,140,2,291,"['127', '103', '44', '8', '9']",94
16453,140,2,3517,"['426', '1142', '1347', '485', '117']",83
16454,140,2,10974,"['3545', '3611', '2663', '830', '325']",89
16455,140,2,333,"['136', '160', '29', '6', '2']",98
16456,140,2,2214,"['850', '655', '448', '169', '92']",88
16457,140,2,6,"['2', '0', '2', '0', '2']",67
16458,140,2,3336,"['1086', '1186', '695', '231', '138']",89
16459,140,2,9537,"['1792', '3411', '3093', '1003', '238']",87
16460,140,2,8807,"['2041', '3779', '2305', '484', '198']",92
16461,140,2,3478,"['732', '1322', '1113', '269', '42']",91
16462,140,2,18299,"['5442', '6355', '5286', '1083', '133']",93
16463,140,2,31764,"['9464', '11262', '9159', '1523', '356']",94
16464,140,2,1927,"['758', '738', '355', '57', '19']",96
16465,140,3,22719,"['9221', '7135', '4505', '1319', '539']",92
16466,140,2,5400,"['2865', '1766', '680', '64', '25']",98
16467,140,3,22636,"['14421', '5866', '1863', '370', '116']",98
16468,140,2,9055,"['3096', '2866', '2195', '605', '293']",90
16469,140,2,2281,"['803', '629', '533', '209', '107']",86
16470,140,2,2028,"['420', '684', '673', '193', '58']",88
16471,140,3,2083,"['423', '751', '642', '203', '64']",87
16472,140,2,8215,"['2417', '3284', '1853', '430', '231']",92
16473,140,2,4395,"['1274', '1544', '1218', '306', '53']",92
16474,140,4,100222,"['29787', '30954', '23974', '9170', '6337']",85
16475,140,2,274,"['193', '48', '26', '7', '0']",97
16476,140,3,10930,"['4668', '3436', '2118', '520', '188']",94
16477,140,2,17761,"['5215', '7490', '4266', '676', '114']",96
16478,140,2,946,"['507', '290', '120', '22', '7']",97
16479,140,2,2552,"['763', '808', '722', '195', '64']",90
16480,140,2,10976,"['1716', '3720', '3882', '1297', '361']",85
16481,140,2,1678,"['595', '618', '339', '92', '34']",92
16482,140,2,4090,"['1463', '1627', '778', '176', '46']",95
16483,140,2,12652,"['5512', '3436', '2772', '687', '245']",93
16484,140,2,14064,"['5997', '4769', '2144', '745', '409']",92
16485,140,2,1406,"['706', '452', '200', '40', '8']",97
16486,140,2,32152,"['12715', '10899', '6921', '1095', '522']",95
16487,140,2,19999,"['8618', '7884', '2924', '427', '146']",97
16488,140,2,8092,"['2787', '3038', '1815', '351', '101']",94
16489,140,2,14352,"['2923', '6134', '4108', '976', '211']",92
16490,140,2,3181,"['901', '1050', '859', '235', '136']",88
16491,140,2,5859,"['4133', '832', '494', '201', '199']",93
16492,140,2,1164,"['255', '430', '359', '95', '25']",90
16493,140,2,16253,"['4999', '5764', '4017', '1086', '387']",91
16494,140,2,8401,"['2310', '3092', '2085', '655', '259']",89
16495,140,2,59902,"['35065', '15208', '6306', '1772', '1551']",94
16496,140,2,12639,"['5353', '4961', '1845', '387', '93']",96
16497,140,2,6692,"['2475', '2398', '1441', '271', '107']",94
16498,139,2,976,"['418', '362', '158', '22', '16']",96
16499,139,2,6447,"['1703', '2020', '2040', '540', '144']",89
16500,139,2,29500,"['11277', '9444', '6944', '1398', '437']",94
16501,139,2,8212,"['3857', '2555', '1389', '233', '178']",95
16502,139,2,15635,"['6086', '6049', '2741', '554', '205']",95
16503,139,2,14767,"['5937', '4744', '2901', '804', '381']",92
16504,139,4,39019,"['13584', '14865', '8114', '1796', '660']",94
16505,139,2,2165,"['303', '539', '771', '380', '172']",75
16506,139,2,21614,"['3091', '7287', '7801', '2583', '852']",84
16507,139,3,30666,"['11602', '9794', '6783', '1743', '744']",92
16508,139,2,4750,"['1623', '2063', '890', '154', '20']",96
16509,139,2,17648,"['6870', '7232', '3068', '396', '82']",97
16510,139,2,4944,"['562', '915', '1558', '1221', '688']",61
16511,139,2,8985,"['3813', '2919', '1856', '346', '51']",96
16512,139,2,72952,"['13054', '20872', '25443', '10175', '3408']",81
16513,139,2,7989,"['2362', '2637', '2256', '581', '153']",91
16514,139,2,9931,"['4499', '3218', '1729', '368', '117']",95
16515,139,2,7516,"['2006', '2772', '2034', '535', '169']",91
16516,139,2,1681,"['434', '526', '447', '184', '90']",84
16517,139,2,7479,"['2468', '2497', '1770', '481', '263']",90
16518,139,2,5506,"['2284', '2075', '952', '148', '47']",96
16519,139,2,14148,"['7427', '4681', '1704', '273', '63']",98
16520,139,2,8367,"['4716', '2842', '703', '82', '24']",99
16521,139,2,3862,"['2070', '1323', '400', '51', '18']",98
16522,139,2,1484,"['792', '445', '171', '43', '33']",95
16523,139,2,6540,"['2209', '2375', '1414', '362', '180']",92
16524,139,2,9509,"['4855', '2997', '1367', '224', '66']",97
16525,139,2,10893,"['4759', '4192', '1683', '201', '58']",98
16526,139,2,12670,"['5349', '4926', '2047', '283', '65']",97
16527,139,2,3847,"['1506', '1354', '794', '144', '49']",95
16528,139,2,1633,"['789', '550', '236', '42', '16']",96
16529,139,2,3100,"['1095', '1250', '626', '104', '25']",96
16530,139,2,87,"['45', '26', '15', '1', '0']",99
16531,139,2,23264,"['6622', '10557', '4781', '926', '378']",94
16532,139,2,31519,"['6081', '12780', '9077', '2755', '826']",89
16533,139,2,1603,"['672', '588', '302', '33', '8']",97
16534,138,2,4468,"['2191', '1393', '662', '121', '101']",95
16535,138,2,2057,"['1055', '713', '255', '29', '5']",98
16536,138,2,2442,"['1263', '812', '304', '44', '19']",97
16537,138,2,4147,"['1158', '1576', '1038', '286', '89']",91
16538,138,3,9205,"['3457', '3035', '2174', '457', '82']",94
16539,138,2,10917,"['4122', '4032', '2300', '340', '123']",96
16540,138,2,1371,"['688', '437', '184', '41', '21']",95
16541,138,2,3978,"['1437', '1394', '888', '197', '62']",93
16542,138,2,4011,"['1031', '1435', '1222', '257', '66']",92
16543,138,2,13856,"['4082', '5703', '3083', '805', '183']",93
16544,138,2,4516,"['1725', '1642', '911', '185', '53']",95
16545,138,2,16504,"['6240', '7224', '2767', '234', '39']",98
16546,138,2,4713,"['1264', '1645', '1420', '341', '43']",92
16547,138,2,9848,"['4974', '3293', '1193', '268', '120']",96
16548,138,2,12707,"['3361', '2730', '3434', '1838', '1344']",75
16549,138,2,22680,"['11137', '5031', '3989', '1557', '966']",89
16550,138,2,38093,"['7472', '15719', '12020', '2418', '464']",92
16551,138,2,15878,"['4688', '6542', '3899', '637', '112']",95
16552,138,2,6630,"['2548', '2331', '1352', '312', '87']",94
16553,138,2,8072,"['2800', '2668', '1912', '529', '163']",91
16554,138,2,4874,"['1394', '1534', '1413', '416', '117']",89
16555,138,2,1762,"['606', '575', '399', '127', '55']",90
16556,138,2,3002,"['797', '1260', '763', '139', '43']",94
16557,138,2,3889,"['1348', '1343', '863', '215', '120']",91
16558,138,3,4825,"['1781', '1428', '987', '367', '262']",87
16559,138,2,9739,"['3714', '3417', '1855', '530', '223']",92
16560,138,2,7203,"['1389', '2410', '2535', '726', '143']",88
16561,138,2,620,"['179', '198', '177', '51', '15']",89
16562,138,2,1151,"['430', '477', '193', '38', '13']",96
16563,138,2,28118,"['10270', '9339', '6438', '1513', '558']",93
16564,138,2,5207,"['1207', '2026', '1494', '368', '112']",91
16565,138,2,9117,"['2286', '3214', '2522', '794', '301']",88
16566,138,2,3794,"['632', '1153', '1467', '465', '77']",86
16567,138,2,6841,"['3113', '2373', '1158', '159', '38']",97
16568,138,2,8513,"['3386', '3750', '1288', '81', '8']",99
16569,138,2,42081,"['13921', '18617', '7835', '1372', '336']",96
16570,138,2,1776,"['1119', '403', '182', '55', '17']",96
16571,137,2,2187,"['1211', '682', '245', '38', '11']",98
16572,137,2,2487,"['1247', '783', '365', '75', '17']",96
16573,137,3,1409,"['487', '572', '280', '60', '10']",95
16574,137,2,6815,"['2386', '2679', '1327', '316', '107']",94
16575,137,2,9484,"['4082', '3184', '1653', '435', '130']",94
16576,137,2,1735,"['500', '511', '467', '188', '69']",85
16577,137,2,2297,"['621', '910', '601', '127', '38']",93
16578,137,2,4528,"['3086', '1148', '244', '33', '17']",99
16579,137,2,7660,"['2816', '2459', '1643', '492', '250']",90
16580,137,2,8777,"['3097', '2525', '2295', '696', '164']",90
16581,137,2,2884,"['1067', '1087', '558', '134', '38']",94
16582,137,2,5828,"['3052', '1963', '699', '89', '25']",98
16583,137,2,8353,"['3457', '2755', '1710', '377', '54']",95
16584,137,2,6210,"['1736', '2375', '1877', '197', '25']",96
16585,137,2,3247,"['1165', '1043', '739', '220', '80']",91
16586,137,2,6439,"['1626', '2333', '1811', '492', '177']",90
16587,137,2,4367,"['1412', '1484', '998', '310', '163']",89
16588,137,2,3392,"['1266', '1169', '724', '171', '62']",93
16589,137,2,416,"['173', '99', '111', '26', '7']",92
16590,137,2,11303,"['4018', '4818', '2053', '341', '73']",96
16591,137,2,32714,"['14238', '13206', '4529', '574', '167']",98
16592,137,2,25272,"['10224', '9165', '4464', '989', '430']",94
16593,137,2,9700,"['4370', '3364', '1522', '328', '116']",95
16594,137,2,1793,"['421', '575', '519', '195', '83']",84
16595,137,2,24791,"['12624', '8433', '2969', '559', '206']",97
16596,137,2,6207,"['2031', '1818', '1656', '519', '183']",89
16597,137,2,8859,"['4932', '2813', '879', '162', '73']",97
16598,137,2,3636,"['2128', '1006', '417', '63', '22']",98
16599,137,2,10,"['10', '0', '0', '0', '0']",100
16600,137,2,2510,"['884', '942', '533', '119', '32']",94
16601,137,2,6818,"['1508', '2556', '2025', '570', '159']",89
16602,137,2,3824,"['2555', '950', '266', '37', '16']",99
16603,137,2,5456,"['3508', '1449', '375', '65', '59']",98
16604,136,2,3215,"['1580', '1074', '471', '71', '19']",97
16605,136,2,2694,"['1436', '852', '344', '50', '12']",98
16606,136,2,1237,"['182', '498', '481', '67', '9']",94
16607,136,3,11359,"['5170', '4022', '1875', '227', '65']",97
16608,136,2,6427,"['3381', '2283', '665', '75', '23']",98
16609,136,2,560,"['209', '183', '135', '26', '7']",94
16610,136,2,4196,"['1260', '1563', '994', '265', '114']",91
16611,136,2,10936,"['5963', '3252', '1300', '222', '199']",96
16612,136,2,1837,"['686', '648', '370', '97', '36']",93
16613,136,2,2020,"['583', '648', '451', '221', '117']",83
16614,136,2,1343,"['698', '423', '165', '41', '16']",96
16615,136,2,977,"['451', '271', '201', '42', '12']",94
16616,136,2,1813,"['270', '461', '627', '300', '155']",75
16617,136,2,21106,"['7333', '8990', '4068', '577', '138']",97
16618,136,2,4339,"['2154', '1439', '632', '89', '25']",97
16619,136,2,1132,"['423', '346', '264', '66', '33']",91
16620,136,2,6507,"['1782', '2350', '1716', '475', '184']",90
16621,136,2,2984,"['1061', '1202', '553', '128', '40']",94
16622,136,2,14350,"['6757', '4907', '2071', '383', '232']",96
16623,136,2,3239,"['1025', '1153', '759', '226', '76']",91
16624,136,2,9641,"['3751', '3625', '1777', '373', '115']",95
16625,136,2,7375,"['2405', '2638', '1990', '295', '47']",95
16626,136,2,956,"['245', '324', '281', '83', '23']",89
16627,136,2,1528,"['324', '444', '530', '167', '63']",85
16628,136,2,17074,"['5279', '5883', '3954', '1353', '605']",89
16629,136,2,141,"['66', '42', '27', '4', '2']",96
16630,136,2,6413,"['2092', '2686', '1386', '214', '35']",96
16631,136,2,2373,"['842', '920', '483', '105', '23']",95
16632,136,2,34436,"['14036', '11522', '6357', '1811', '710']",93
16633,136,2,45993,"['16784', '19773', '7651', '1400', '385']",96
16634,136,2,3188,"['1800', '859', '418', '92', '19']",97
16635,136,2,106,"['81', '17', '6', '2', '0']",98
16636,136,2,11,"['8', '2', '1', '0', '0']",100
16637,136,3,38828,"['11487', '16813', '8808', '1397', '323']",96
16638,136,2,373,"['196', '111', '51', '12', '3']",96
16639,136,2,12998,"['4319', '6313', '2084', '233', '49']",98
16640,135,2,13116,"['4986', '4608', '2572', '697', '253']",93
16641,135,2,415,"['88', '149', '130', '31', '17']",88
16642,135,2,4561,"['759', '1516', '1611', '537', '138']",85
16643,135,2,2561,"['741', '1025', '590', '151', '54']",92
16644,135,2,1560,"['527', '466', '398', '119', '50']",89
16645,135,2,8368,"['2048', '3705', '2051', '435', '129']",93
16646,135,2,5787,"['1676', '2501', '1474', '117', '19']",98
16647,135,2,1163,"['517', '403', '191', '40', '12']",96
16648,135,2,6473,"['2493', '2155', '1307', '338', '180']",92
16649,135,3,10739,"['3951', '3682', '1991', '665', '450']",90
16650,135,2,6032,"['2449', '2118', '1151', '254', '60']",95
16651,135,2,7769,"['3058', '2835', '1491', '283', '102']",95
16652,135,2,7504,"['2215', '2670', '2152', '405', '62']",94
16653,135,2,348,"['100', '127', '88', '22', '11']",91
16654,135,2,3970,"['1867', '1311', '655', '112', '25']",97
16655,135,2,8405,"['1665', '2109', '2579', '1372', '680']",76
16656,135,2,2034,"['647', '701', '479', '147', '60']",90
16657,135,2,691,"['318', '182', '104', '55', '32']",87
16658,135,2,29610,"['7456', '11889', '8651', '1372', '242']",95
16659,135,2,2995,"['872', '1104', '819', '168', '32']",93
16660,135,2,18862,"['3423', '7390', '5786', '1758', '505']",88
16661,135,3,608,"['280', '183', '113', '23', '9']",95
16662,135,2,819,"['193', '334', '240', '44', '8']",94
16663,135,2,8450,"['2419', '3828', '1833', '296', '74']",96
16664,135,2,5575,"['1997', '1916', '1333', '281', '48']",94
16665,135,3,15799,"['5819', '5611', '3681', '596', '92']",96
16666,135,2,7530,"['2046', '2369', '1898', '750', '467']",84
16667,135,2,2250,"['716', '758', '510', '183', '83']",88
16668,135,2,1656,"['365', '507', '503', '195', '86']",83
16669,135,2,5705,"['2379', '1806', '1152', '291', '77']",94
16670,135,2,1707,"['281', '336', '485', '383', '222']",65
16671,135,2,1955,"['1038', '652', '226', '29', '10']",98
16672,135,2,2005,"['1279', '491', '189', '33', '13']",98
16673,135,2,4935,"['3111', '1312', '392', '100', '20']",98
16674,135,2,9980,"['3293', '4083', '2024', '457', '123']",94
16675,135,2,5745,"['1447', '2094', '1671', '412', '121']",91
16676,135,2,13882,"['3525', '5006', '4188', '976', '187']",92
16677,135,2,19556,"['7800', '8478', '2820', '381', '77']",98
16678,135,2,935,"['552', '247', '104', '18', '14']",97
16679,134,3,14315,"['5790', '4312', '3204', '755', '254']",93
16680,134,2,10451,"['2706', '4499', '2574', '547', '125']",94
16681,134,2,9650,"['2357', '3795', '2603', '704', '191']",91
16682,134,3,6890,"['2928', '1907', '1573', '367', '115']",93
16683,134,2,16210,"['5391', '4222', '4460', '1576', '561']",87
16684,134,2,3685,"['1357', '1454', '703', '121', '50']",95
16685,134,2,12593,"['3716', '3705', '3560', '1177', '435']",87
16686,134,2,1122,"['489', '365', '206', '44', '18']",94
16687,134,3,11465,"['4012', '3922', '2605', '656', '270']",92
16688,134,2,9611,"['2257', '3775', '2847', '594', '138']",92
16689,134,2,1811,"['1113', '485', '160', '33', '20']",97
16690,134,2,6462,"['3411', '1792', '921', '239', '99']",95
16691,134,2,5264,"['2247', '1917', '878', '167', '55']",96
16692,134,2,2267,"['1011', '731', '404', '90', '31']",95
16693,134,2,1145,"['551', '263', '174', '90', '67']",86
16694,134,2,806,"['443', '204', '111', '31', '17']",94
16695,134,2,646,"['400', '153', '71', '19', '3']",97
16696,134,2,12612,"['5036', '4931', '2231', '349', '65']",97
16697,134,2,7901,"['2023', '3057', '2127', '494', '200']",91
16698,134,3,37575,"['10115', '14412', '9422', '2626', '1000']",90
16699,134,2,6622,"['1816', '2823', '1482', '368', '133']",92
16700,134,2,13543,"['5394', '4643', '2939', '490', '77']",96
16701,134,2,67065,"['36699', '20261', '8149', '1365', '591']",97
16702,134,2,11495,"['3513', '3434', '3501', '874', '173']",91
16703,134,2,19198,"['6138', '6836', '4397', '1278', '549']",90
16704,134,2,3088,"['831', '1236', '798', '187', '36']",93
16705,134,2,8759,"['1562', '2568', '2993', '1207', '429']",81
16706,134,2,11349,"['2281', '4376', '3670', '828', '194']",91
16707,134,2,93657,"['35123', '31629', '20740', '4295', '1870']",93
16708,134,2,4098,"['2262', '1010', '587', '156', '83']",94
16709,134,2,63907,"['35887', '21896', '5274', '583', '267']",99
16710,134,2,3625,"['1328', '1235', '845', '165', '52']",94
16711,134,2,5458,"['3456', '1457', '443', '72', '30']",98
16712,134,2,7328,"['2571', '2922', '1502', '266', '67']",95
16713,134,2,898,"['266', '308', '217', '80', '27']",88
16714,134,2,16116,"['5199', '6472', '3454', '775', '216']",94
16715,134,2,3152,"['1093', '1356', '549', '110', '44']",95
16716,134,2,7383,"['2034', '2449', '1780', '805', '315']",85
16717,134,2,8014,"['4476', '2433', '888', '161', '56']",97
16718,133,2,11974,"['3291', '3998', '3337', '987', '361']",89
16719,133,2,196,"['107', '52', '31', '6', '0']",97
16720,133,2,201,"['58', '48', '61', '20', '14']",83
16721,133,2,3516,"['1173', '1227', '819', '219', '78']",92
16722,133,2,3659,"['650', '1502', '1142', '297', '68']",90
16723,133,2,30988,"['7494', '10720', '9655', '2391', '728']",90
16724,133,2,18531,"['3052', '4357', '6750', '3275', '1097']",76
16725,133,2,15815,"['4743', '4629', '4850', '1300', '293']",90
16726,133,2,166,"['71', '58', '25', '9', '3']",93
16727,133,2,4496,"['943', '1306', '1185', '648', '414']",76
16728,133,3,4822,"['1408', '1693', '1094', '420', '207']",87
16729,133,2,4014,"['2326', '1170', '457', '47', '14']",98
16730,133,2,10611,"['1557', '3392', '3608', '1501', '553']",81
16731,133,2,6583,"['3137', '2284', '969', '140', '53']",97
16732,133,2,35346,"['14608', '12510', '6502', '1321', '405']",95
16733,133,2,4840,"['2525', '1420', '697', '132', '66']",96
16734,133,2,22583,"['8953', '7921', '4079', '1005', '625']",93
16735,133,2,23952,"['9421', '9150', '4063', '989', '329']",94
16736,133,2,1066,"['344', '420', '233', '51', '18']",94
16737,133,2,36119,"['9661', '15515', '8335', '1942', '666']",93
16738,133,2,2189,"['761', '654', '493', '191', '90']",87
16739,133,3,12715,"['4313', '4312', '3514', '480', '96']",95
16740,133,2,4959,"['1248', '1911', '1289', '371', '140']",90
16741,133,2,12917,"['3728', '3756', '3065', '1475', '893']",82
16742,133,2,6196,"['2011', '2418', '1396', '308', '63']",94
16743,133,2,18581,"['7204', '6368', '4066', '732', '211']",95
16744,133,2,5272,"['2393', '1669', '903', '233', '74']",94
16745,133,3,25352,"['10828', '7307', '5101', '1383', '733']",92
16746,133,2,2978,"['1375', '1004', '452', '103', '44']",95
16747,133,2,9894,"['3492', '3832', '2010', '415', '145']",94
16748,133,2,3876,"['1514', '1276', '773', '224', '89']",92
16749,133,2,9881,"['2285', '3059', '2780', '1164', '593']",82
16750,133,2,11766,"['2822', '4119', '3498', '1067', '260']",89
16751,133,2,50456,"['19483', '18789', '8994', '2029', '1161']",94
16752,133,2,2248,"['1005', '816', '315', '87', '25']",95
16753,133,2,26366,"['10696', '9878', '4114', '1012', '666']",94
16754,133,2,33473,"['15412', '12473', '4535', '797', '256']",97
16755,133,2,279,"['84', '89', '79', '19', '8']",90
16756,133,2,5283,"['1912', '2025', '1091', '195', '60']",95
16757,133,2,1972,"['1141', '624', '182', '17', '8']",99
16758,133,2,798,"['560', '149', '59', '17', '13']",96
16759,133,2,8069,"['4614', '2224', '881', '213', '137']",96
16760,132,2,722,"['388', '230', '87', '13', '4']",98
16761,132,2,823,"['194', '344', '224', '49', '12']",93
16762,132,3,20786,"['9097', '7111', '3709', '694', '175']",96
16763,132,2,2248,"['852', '797', '471', '87', '41']",94
16764,132,2,2130,"['374', '550', '722', '352', '132']",77
16765,132,2,7386,"['1955', '2673', '2170', '503', '85']",92
16766,132,2,17696,"['6074', '6164', '4372', '914', '172']",94
16767,132,2,2968,"['893', '747', '713', '341', '274']",79
16768,132,2,6333,"['2036', '2464', '1483', '276', '74']",94
16769,132,2,2326,"['1010', '764', '433', '82', '37']",95
16770,132,2,5186,"['1738', '1433', '1353', '459', '203']",87
16771,132,2,36515,"['15537', '12675', '6874', '1186', '243']",96
16772,132,2,10064,"['4216', '3571', '1787', '390', '100']",95
16773,132,2,5875,"['1368', '1825', '1729', '661', '292']",84
16774,132,2,14769,"['3558', '5828', '4258', '899', '226']",92
16775,132,2,7771,"['2792', '2935', '1665', '315', '64']",95
16776,132,2,9548,"['3339', '3804', '1964', '365', '76']",95
16777,132,2,9,"['6', '2', '0', '0', '1']",89
16778,132,2,7723,"['2294', '2465', '2262', '556', '146']",91
16779,132,2,19041,"['6956', '7332', '3448', '875', '430']",93
16780,132,2,6649,"['2112', '2769', '1329', '318', '121']",93
16781,132,2,1577,"['727', '628', '167', '35', '20']",97
16782,132,2,6482,"['2067', '2269', '1506', '460', '180']",90
16783,132,2,2220,"['974', '793', '375', '59', '19']",96
16784,132,2,1514,"['583', '593', '272', '51', '15']",96
16785,132,2,1755,"['699', '627', '357', '47', '25']",96
16786,132,2,8488,"['3080', '3645', '1347', '305', '111']",95
16787,132,2,24349,"['11551', '7756', '3571', '890', '581']",94
16788,132,2,14902,"['6570', '5824', '2058', '349', '101']",97
16789,132,2,21111,"['6732', '8320', '4590', '1071', '398']",93
16790,132,2,1546,"['484', '595', '332', '100', '35']",91
16791,132,2,5024,"['1905', '1714', '1038', '288', '79']",93
16792,132,2,7984,"['3816', '2891', '1037', '169', '71']",97
16793,131,2,1459,"['644', '478', '237', '68', '32']",93
16794,131,2,4350,"['1233', '1451', '1020', '352', '294']",85
16795,131,2,5175,"['1542', '1239', '1523', '636', '235']",83
16796,131,2,303,"['117', '89', '69', '19', '9']",91
16797,131,2,6215,"['3443', '1795', '800', '144', '33']",97
16798,131,2,3704,"['2215', '1004', '421', '47', '17']",98
16799,131,2,1852,"['572', '677', '415', '131', '57']",90
16800,131,2,11198,"['4762', '3730', '2164', '425', '117']",95
16801,131,2,3330,"['994', '1414', '834', '77', '11']",97
16802,131,2,2592,"['964', '935', '524', '125', '44']",93
16803,131,2,4321,"['1812', '1502', '817', '161', '29']",96
16804,131,2,1238,"['428', '480', '259', '55', '16']",94
16805,131,2,7650,"['2355', '2599', '2060', '513', '123']",92
16806,131,2,13861,"['5304', '3863', '3582', '819', '293']",92
16807,131,2,25265,"['9190', '10436', '4628', '810', '201']",96
16808,131,2,3407,"['1432', '1230', '609', '114', '22']",96
16809,131,2,6567,"['3033', '1915', '1158', '347', '114']",93
16810,131,2,3606,"['1840', '1076', '558', '96', '36']",96
16811,131,2,5338,"['1389', '2066', '1478', '318', '87']",92
16812,131,2,1478,"['778', '447', '195', '37', '21']",96
16813,131,2,2338,"['660', '847', '619', '146', '66']",91
16814,131,2,94,"['32', '33', '17', '7', '5']",87
16815,131,2,4522,"['1510', '1747', '1019', '203', '43']",95
16816,131,2,1106,"['436', '358', '210', '61', '41']",91
16817,131,2,3533,"['1580', '1271', '499', '125', '58']",95
16818,131,2,1341,"['720', '377', '194', '36', '14']",96
16819,131,3,11915,"['4421', '4349', '2649', '432', '64']",96
16820,131,2,6325,"['1700', '2727', '1482', '338', '78']",93
16821,131,2,1617,"['373', '499', '564', '143', '38']",89
16822,131,2,1845,"['508', '619', '530', '150', '38']",90
16823,131,2,1251,"['434', '529', '245', '35', '8']",97
16824,131,2,6346,"['1351', '2863', '1661', '383', '88']",93
16825,131,2,13697,"['5240', '5040', '2667', '595', '155']",95
16826,131,2,16507,"['4500', '5249', '4449', '1610', '699']",86
16827,131,2,13562,"['7400', '4334', '1543', '230', '55']",98
16828,131,2,1202,"['472', '473', '216', '33', '8']",97
16829,131,2,3628,"['2647', '465', '289', '130', '97']",94
16830,131,2,5679,"['1484', '2049', '1494', '460', '192']",89
16831,131,2,6116,"['2626', '2037', '1005', '295', '153']",93
16832,131,2,2061,"['303', '701', '802', '221', '34']",88
16833,131,2,2094,"['365', '571', '678', '303', '177']",77
16834,131,3,9117,"['2835', '3404', '2332', '454', '92']",94
16835,131,2,4982,"['3137', '1319', '403', '83', '40']",98
16836,131,2,8430,"['4279', '2557', '1152', '310', '132']",95
16837,131,2,28893,"['10535', '11920', '4761', '1032', '645']",94
16838,130,3,2765,"['1131', '1005', '526', '89', '14']",96
16839,130,3,3359,"['1338', '1349', '574', '86', '12']",97
16840,130,2,3448,"['1014', '1355', '828', '195', '56']",93
16841,130,2,1312,"['462', '375', '301', '112', '62']",87
16842,130,3,5545,"['1705', '2012', '1367', '341', '120']",92
16843,130,2,3971,"['1590', '1032', '876', '331', '142']",88
16844,130,2,2192,"['882', '876', '373', '49', '12']",97
16845,130,2,14330,"['5267', '5128', '3270', '549', '116']",95
16846,130,2,10623,"['5328', '2896', '1707', '457', '235']",93
16847,130,2,3698,"['1967', '1122', '470', '102', '37']",96
16848,130,2,23312,"['8871', '7664', '4568', '1404', '805']",91
16849,130,2,6346,"['2440', '2237', '1360', '238', '71']",95
16850,130,2,3434,"['990', '1279', '894', '209', '62']",92
16851,130,2,12624,"['3441', '4229', '3895', '851', '208']",92
16852,130,2,980,"['295', '375', '255', '45', '10']",94
16853,130,2,7024,"['2183', '2885', '1537', '293', '126']",94
16854,130,2,5549,"['1889', '1686', '1364', '424', '186']",89
16855,130,2,11079,"['5294', '4227', '1311', '207', '40']",98
16856,130,2,44576,"['22051', '12863', '6641', '1929', '1092']",93
16857,130,2,1656,"['244', '435', '658', '266', '53']",81
16858,130,2,4224,"['1332', '1329', '1331', '205', '27']",95
16859,130,2,787,"['284', '252', '172', '58', '21']",90
16860,130,2,5007,"['1464', '1642', '1269', '413', '219']",87
16861,130,2,10921,"['6023', '2539', '1605', '491', '263']",93
16862,130,2,144,"['20', '40', '59', '19', '6']",83
16863,130,2,8872,"['2868', '3384', '1776', '517', '327']",90
16864,130,2,3091,"['879', '1263', '715', '185', '49']",92
16865,130,2,211,"['82', '66', '44', '13', '6']",91
16866,130,2,20152,"['9414', '7400', '2893', '360', '85']",98
16867,130,2,14682,"['6129', '5697', '2387', '393', '76']",97
16868,129,2,3202,"['1626', '980', '502', '69', '25']",97
16869,129,2,3978,"['1711', '1114', '635', '234', '284']",87
16870,129,2,4706,"['1352', '1118', '1398', '627', '211']",82
16871,129,2,3340,"['1000', '1492', '688', '125', '35']",95
16872,129,2,5259,"['1784', '2079', '1064', '217', '115']",94
16873,129,3,31583,"['11039', '10931', '7168', '1758', '687']",92
16874,129,2,20470,"['3781', '6472', '6604', '2672', '941']",82
16875,129,3,4959,"['2047', '2076', '753', '68', '15']",98
16876,129,2,5413,"['1705', '1837', '1280', '409', '182']",89
16877,129,2,38470,"['17688', '10661', '7546', '1623', '952']",93
16878,129,3,32647,"['6872', '11795', '10548', '2767', '665']",89
16879,129,2,11722,"['4799', '4222', '2279', '340', '82']",96
16880,129,2,19640,"['9304', '6573', '3256', '419', '88']",97
16881,129,2,3717,"['1089', '1005', '1004', '416', '203']",83
16882,129,2,32145,"['16000', '9477', '4580', '1317', '771']",94
16883,129,2,9841,"['3552', '3782', '2018', '350', '139']",95
16884,129,2,10132,"['3637', '3642', '2236', '469', '148']",94
16885,129,2,2389,"['739', '737', '562', '232', '119']",85
16886,129,2,9267,"['4320', '3224', '1402', '237', '84']",97
16887,129,2,1738,"['918', '547', '237', '31', '5']",98
16888,129,2,1534,"['785', '491', '217', '34', '7']",97
16889,129,2,1275,"['675', '401', '161', '30', '8']",97
16890,129,2,7349,"['3099', '2264', '1540', '368', '78']",94
16891,129,2,12828,"['6398', '4535', '1672', '177', '46']",98
16892,129,2,2648,"['1823', '611', '135', '38', '41']",97
16893,129,2,3918,"['1012', '1483', '1108', '268', '47']",92
16894,129,2,5981,"['1585', '2250', '1640', '414', '92']",92
16895,129,2,16812,"['8197', '5914', '2207', '410', '84']",97
16896,129,2,1759,"['846', '600', '243', '51', '19']",96
16897,129,2,10588,"['6026', '2872', '1189', '343', '158']",95
16898,129,2,5515,"['2022', '2037', '1184', '220', '52']",95
16899,129,2,15129,"['3601', '6069', '4296', '941', '222']",92
