BBEID,BBEScore,BBEVote,numRatings,ratingByStars,LikedPercent
38862,84,1,67,"['37', '20', '8', '2', '0']",97
38863,84,1,2525,"['1700', '559', '198', '32', '36']",97
38864,84,1,742,"['270', '309', '131', '26', '6']",96
38865,84,1,925,"['193', '333', '292', '91', '16']",88
38866,84,1,27891,"['11968', '9380', '4890', '1125', '528']",94
38867,84,1,824,"['170', '343', '246', '46', '19']",92
38868,84,1,3319,"['531', '1110', '1137', '408', '133']",84
38869,84,1,4441,"['2444', '1277', '574', '108', '38']",97
38870,84,1,1922,"['208', '406', '580', '467', '261']",62
38871,84,1,766,"['429', '237', '88', '9', '3']",98
38872,84,1,1211,"['444', '442', '241', '66', '18']",93
38873,84,1,186,"['63', '64', '43', '11', '5']",91
38874,84,1,1785,"['737', '454', '375', '167', '52']",88
38875,84,1,1524,"['675', '531', '263', '42', '13']",96
38876,84,2,4076,"['1313', '1628', '826', '235', '74']",92
38877,84,1,11739,"['5713', '3515', '1830', '441', '240']",94
38878,84,2,247,"['65', '84', '73', '19', '6']",90
38879,84,1,3615,"['1017', '1409', '878', '246', '65']",91
38880,84,1,4748,"['1597', '2047', '1007', '82', '15']",98
38881,84,1,78,"['56', '11', '8', '1', '2']",96
38882,84,1,6356,"['2235', '2319', '1337', '329', '136']",93
38883,84,1,50,"['10', '15', '20', '5', '0']",90
38884,84,1,385,"['154', '143', '69', '12', '7']",95
38885,84,1,428,"['230', '132', '42', '14', '10']",94
38886,84,1,9927,"['1851', '3927', '3210', '750', '189']",91
38887,84,1,165,"['35', '57', '41', '23', '9']",81
38888,84,1,5788,"['2155', '2000', '1213', '300', '120']",93
38889,84,1,2570,"['1228', '736', '436', '115', '55']",93
38890,84,1,802,"['415', '242', '122', '16', '7']",97
38891,84,1,1257,"['437', '554', '226', '39', '1']",97
38892,84,1,289,"['62', '129', '73', '20', '5']",91
38893,84,1,44,"['23', '15', '6', '0', '0']",100
38894,84,1,2478,"['1321', '732', '343', '62', '20']",97
38895,84,1,763,"['250', '224', '230', '45', '14']",92
38896,84,1,1723,"['521', '568', '488', '118', '28']",92
38897,84,1,13687,"['5053', '4815', '3181', '554', '84']",95
38898,84,1,94,"['13', '20', '48', '10', '3']",86
38899,84,1,727,"['371', '187', '119', '26', '24']",93
38900,84,1,145,"['53', '45', '37', '8', '2']",93
38901,84,1,761,"['419', '175', '121', '31', '15']",94
38902,84,1,1090,"['386', '347', '273', '63', '21']",92
38903,84,1,143,"['59', '62', '18', '3', '1']",97
38904,84,2,4380,"['1040', '1530', '1412', '334', '64']",91
38905,84,1,440,"['100', '183', '130', '22', '5']",94
38906,84,1,2226,"['702', '875', '476', '131', '42']",92
38907,84,2,5749,"['801', '2137', '2061', '571', '179']",87
38908,84,1,1186,"['539', '374', '210', '46', '17']",95
38909,84,1,14465,"['5100', '4675', '3513', '900', '277']",92
38910,84,-1,3220,"['1575', '1136', '447', '55', '7']",98
38911,84,1,1735,"['566', '487', '532', '122', '28']",91
38912,84,1,657,"['215', '252', '144', '37', '9']",93
38913,84,1,1034,"['337', '440', '223', '31', '3']",97
38914,84,1,3386,"['979', '1433', '770', '155', '49']",94
38915,84,1,19529,"['8363', '6374', '3712', '854', '226']",94
38916,84,1,2021,"['708', '714', '474', '106', '19']",94
38917,84,1,1044,"['412', '388', '196', '36', '12']",95
38918,84,1,88,"['11', '19', '46', '11', '1']",86
38919,84,2,2484,"['558', '945', '703', '213', '65']",89
38920,84,1,11,"['5', '5', '0', '0', '1']",91
38921,84,2,20086,"['5118', '7368', '6149', '1156', '295']",93
38922,84,1,588,"['128', '237', '159', '50', '14']",89
38923,84,2,2107,"['940', '725', '369', '54', '19']",97
38924,84,1,1153,"['313', '408', '357', '63', '12']",93
38925,84,1,1196,"['372', '521', '251', '36', '16']",96
38926,84,1,277,"['150', '78', '24', '19', '6']",91
38927,84,1,4534,"['1842', '1482', '979', '177', '54']",95
38928,84,1,52,"['27', '19', '3', '3', '0']",94
38929,84,1,4573,"['1482', '1703', '1071', '249', '68']",93
38930,84,1,7017,"['2226', '2675', '1647', '360', '109']",93
38931,84,1,3592,"['603', '1099', '1223', '483', '184']",81
38932,84,1,112,"['20', '41', '37', '7', '7']",88
38933,84,1,1759,"['738', '517', '344', '116', '44']",91
38934,84,1,5517,"['2326', '1840', '1048', '220', '83']",95
38935,84,1,1336,"['398', '448', '402', '73', '15']",93
38936,84,1,1274,"['761', '250', '176', '57', '30']",93
38937,84,1,500,"['298', '121', '68', '10', '3']",97
38938,84,1,718,"['438', '210', '64', '3', '3']",99
38939,84,1,15788,"['4979', '5292', '4073', '1029', '415']",91
38940,84,1,2071,"['952', '634', '380', '78', '27']",95
38941,84,1,3199,"['1249', '1059', '652', '162', '77']",93
38942,84,1,1421,"['504', '414', '385', '100', '18']",92
38943,84,1,3109,"['1112', '1140', '675', '159', '23']",94
38944,84,1,173,"['59', '47', '51', '15', '1']",91
38945,84,1,30001,"['8441', '11764', '7670', '1738', '388']",93
38946,84,1,709,"['386', '167', '122', '26', '8']",95
38947,84,1,3511,"['1139', '1540', '684', '107', '41']",96
38948,84,1,70,"['19', '26', '20', '5', '0']",93
38949,84,1,321,"['82', '120', '91', '22', '6']",91
38950,84,-1,13629,"['6661', '4492', '2039', '352', '85']",97
38951,84,1,4300,"['1016', '1950', '1135', '162', '37']",95
38952,84,1,1743,"['627', '608', '407', '79', '22']",94
38953,84,1,1510,"['435', '519', '393', '119', '44']",89
38954,84,1,690,"['287', '244', '125', '24', '10']",95
38955,84,1,159,"['44', '65', '39', '9', '2']",93
38956,84,2,9,"['3', '3', '2', '1', '0']",89
38957,84,1,20657,"['4113', '8133', '6466', '1621', '324']",91
38958,84,1,597,"['55', '166', '232', '108', '36']",76
38959,84,1,1314,"['452', '401', '337', '99', '25']",91
38960,84,1,2258,"['998', '813', '342', '76', '29']",95
38961,84,1,9253,"['5450', '2596', '942', '190', '75']",97
38962,84,1,481,"['217', '165', '74', '18', '7']",95
38963,84,1,4832,"['1668', '1820', '1020', '246', '78']",93
38964,84,1,108,"['55', '31', '14', '6', '2']",93
38965,84,1,637,"['324', '201', '84', '21', '7']",96
38966,84,1,104,"['48', '38', '10', '7', '1']",92
38967,84,1,12,"['0', '3', '3', '3', '3']",50
38968,84,1,569,"['214', '226', '107', '15', '7']",96
38969,84,1,6658,"['2406', '2544', '1425', '211', '72']",96
38970,84,2,504,"['181', '165', '115', '28', '15']",91
38971,84,1,3850,"['1823', '1371', '544', '82', '30']",97
38972,84,1,4540,"['2245', '1461', '680', '121', '33']",97
38973,84,1,1342,"['242', '342', '438', '220', '100']",76
38974,84,1,5007,"['2274', '1829', '769', '107', '28']",97
38975,84,1,918,"['186', '239', '275', '156', '62']",76
38976,84,1,636,"['202', '226', '147', '47', '14']",90
38977,84,1,4572,"['1737', '1636', '1023', '145', '31']",96
38978,84,1,560,"['116', '169', '148', '80', '47']",77
38979,84,1,7493,"['2795', '3065', '1411', '194', '28']",97
38980,84,1,23,"['5', '6', '5', '7', '0']",70
38981,84,1,3847,"['1799', '1176', '640', '178', '54']",94
38982,84,1,7799,"['2543', '2382', '2149', '543', '182']",91
38983,84,1,5131,"['1201', '1723', '1633', '466', '108']",89
38984,84,1,62,"['27', '20', '6', '5', '4']",85
38985,84,1,900,"['492', '262', '115', '20', '11']",97
38986,84,1,96,"['50', '32', '11', '3', '0']",97
38987,84,1,271,"['94', '97', '65', '12', '3']",94
38988,84,1,7095,"['1557', '2468', '2219', '677', '174']",88
38989,84,1,0,[],0
38990,84,1,98,"['30', '42', '16', '8', '2']",90
38991,84,1,39,"['21', '9', '5', '3', '1']",90
38992,84,1,4026,"['699', '1196', '1345', '602', '184']",80
38993,84,1,5067,"['1758', '1353', '1226', '487', '243']",86
38994,84,1,3875,"['1087', '1043', '977', '467', '301']",80
38995,84,1,2,[],0
38996,84,1,957,"['351', '353', '187', '56', '10']",93
38997,84,1,3107,"['960', '972', '807', '230', '138']",88
38998,84,1,4707,"['1732', '1487', '1107', '293', '88']",92
38999,84,1,715,"['197', '264', '194', '47', '13']",92
39000,84,1,3422,"['1468', '1181', '628', '103', '42']",96
39001,84,1,11008,"['4571', '3938', '2158', '290', '51']",97
39002,84,1,1999,"['458', '611', '652', '211', '67']",86
39003,84,1,1942,"['668', '882', '336', '41', '15']",97
39004,84,1,138,"['66', '41', '26', '3', '2']",96
39005,84,1,241,"['96', '53', '61', '23', '8']",87
39006,84,1,72,"['12', '25', '20', '12', '3']",79
39007,84,1,1437,"['479', '367', '365', '152', '74']",84
39008,84,1,2818,"['302', '785', '1091', '488', '152']",77
39009,84,1,100,"['49', '33', '18', '0', '0']",100
39010,84,1,5440,"['2212', '2002', '969', '208', '49']",95
39011,84,1,358,"['116', '140', '79', '19', '4']",94
39012,84,1,686,"['251', '263', '143', '23', '6']",96
39013,84,1,16687,"['8766', '5762', '1894', '192', '73']",98
39014,84,1,64,"['39', '17', '6', '2', '0']",97
39015,84,1,876,"['374', '311', '162', '23', '6']",97
39016,84,1,2421,"['743', '818', '655', '172', '33']",92
39017,84,1,150,"['69', '44', '29', '5', '3']",95
39018,84,1,1367,"['306', '448', '443', '129', '41']",88
39019,84,1,2280,"['1141', '707', '364', '44', '24']",97
39020,84,1,153,"['55', '62', '28', '8', '0']",95
39021,84,1,7944,"['3059', '2229', '1949', '527', '180']",91
39022,84,1,3297,"['1491', '1223', '499', '71', '13']",97
39023,84,1,2984,"['609', '1120', '941', '235', '79']",89
39024,84,1,9346,"['5580', '2612', '957', '142', '55']",98
39025,84,1,621,"['150', '210', '188', '64', '9']",88
39026,84,1,766,"['444', '236', '70', '13', '3']",98
39027,84,1,3313,"['1291', '1218', '630', '155', '19']",95
39028,84,1,651,"['360', '190', '77', '14', '10']",96
39029,84,1,374,"['119', '121', '78', '39', '17']",85
39030,84,1,6,"['2', '2', '1', '1', '0']",83
39031,84,1,122,"['46', '49', '16', '9', '2']",91
39032,84,1,7557,"['3187', '2631', '1372', '292', '75']",95
39033,84,1,39,"['10', '10', '12', '6', '1']",82
39034,84,1,9981,"['2018', '2863', '3396', '1311', '393']",83
39035,84,1,594,"['209', '244', '125', '11', '5']",97
39036,84,1,66,"['42', '14', '4', '4', '2']",91
39037,84,1,1134,"['521', '402', '175', '29', '7']",97
39038,84,1,50296,"['19791', '16975', '8817', '2448', '2265']",91
39039,84,1,4916,"['2259', '1178', '1012', '357', '110']",91
39040,84,1,4706,"['806', '1381', '1734', '591', '194']",83
39041,84,1,562,"['200', '163', '130', '31', '38']",88
39042,84,1,39,"['16', '16', '7', '0', '0']",100
39043,84,1,36605,"['11170', '12283', '9144', '2419', '1589']",89
39044,84,1,643,"['218', '264', '130', '28', '3']",95
39045,84,1,6,"['4', '0', '2', '0', '0']",100
39046,84,1,687,"['167', '210', '202', '81', '27']",84
39047,84,1,334,"['89', '106', '104', '31', '4']",90
39048,84,1,9,"['8', '0', '1', '0', '0']",100
39049,84,1,1317,"['800', '346', '97', '35', '39']",94
39050,84,1,11338,"['4055', '4117', '2329', '618', '219']",93
39051,84,1,3477,"['870', '1312', '986', '251', '58']",91
39052,84,2,1153,"['500', '399', '187', '34', '33']",94
39053,84,1,75,"['22', '18', '26', '8', '1']",88
39054,84,1,4754,"['1826', '1839', '898', '155', '36']",96
39055,84,1,669,"['217', '273', '145', '25', '9']",95
39056,84,1,5427,"['1741', '1884', '1529', '233', '40']",95
39057,84,1,4219,"['1572', '1266', '979', '296', '106']",90
39058,84,1,10076,"['3574', '3147', '2193', '748', '414']",88
39059,84,1,6062,"['2127', '2427', '1097', '280', '131']",93
39060,84,1,994,"['306', '239', '265', '115', '69']",81
39061,84,1,3796,"['1453', '1302', '729', '229', '83']",92
39062,84,1,2039,"['945', '698', '305', '63', '28']",96
39063,84,1,50,"['37', '7', '5', '1', '0']",98
39064,84,1,286,"['118', '123', '41', '4', '0']",99
39065,84,1,1437,"['151', '307', '597', '298', '84']",73
39066,84,2,6450,"['650', '1462', '2899', '1185', '254']",78
39067,84,1,224,"['92', '84', '37', '5', '6']",95
39068,84,1,36,"['11', '15', '7', '1', '2']",92
39069,84,1,606,"['364', '158', '62', '16', '6']",96
39070,84,1,3622,"['2194', '1027', '333', '49', '19']",98
39071,84,1,1831,"['395', '741', '506', '141', '48']",90
39072,84,1,13,"['2', '5', '5', '0', '1']",92
39073,84,1,3383,"['1135', '1316', '713', '167', '52']",94
39074,84,1,35,"['30', '4', '0', '1', '0']",97
39075,84,1,308,"['122', '103', '50', '26', '7']",89
39076,84,1,335,"['81', '102', '115', '33', '4']",89
39077,84,1,91,"['32', '29', '23', '5', '2']",92
39078,84,1,33678,"['11792', '12240', '7261', '1608', '777']",93
39079,84,1,35,"['19', '6', '8', '0', '2']",94
39080,84,1,1415,"['1128', '219', '51', '8', '9']",99
39081,84,1,148,"['65', '41', '19', '16', '7']",84
39082,84,1,1938,"['717', '750', '353', '81', '37']",94
39083,84,1,593,"['94', '162', '219', '77', '41']",80
39084,84,1,49589,"['23690', '14913', '8342', '1716', '928']",95
39085,84,1,37958,"['17551', '12666', '5481', '1365', '895']",94
39086,84,1,1062,"['277', '348', '311', '100', '26']",88
39087,84,1,41,"['14', '16', '9', '1', '1']",95
39088,84,1,5410,"['1405', '2097', '1579', '272', '57']",94
39089,84,1,1103,"['424', '337', '281', '54', '7']",94
39090,84,1,949,"['427', '328', '153', '34', '7']",96
39091,84,1,6170,"['2347', '2167', '1242', '318', '96']",93
39092,84,1,41,"['29', '4', '4', '0', '4']",90
39093,84,1,322,"['121', '123', '64', '14', '0']",96
39094,84,1,624,"['235', '220', '114', '41', '14']",91
39095,84,1,869,"['229', '245', '278', '88', '29']",87
39096,84,2,1458,"['644', '526', '206', '57', '25']",94
39097,84,1,256,"['74', '65', '46', '35', '36']",72
39098,84,1,967,"['236', '341', '251', '96', '43']",86
39099,84,1,2487,"['857', '827', '553', '186', '64']",90
39100,84,1,8987,"['5374', '2434', '997', '127', '55']",98
39101,84,1,995,"['227', '359', '292', '84', '33']",88
39102,84,1,438,"['209', '129', '69', '20', '11']",93
39103,84,1,113,"['38', '33', '36', '5', '1']",95
39104,84,1,1956,"['721', '697', '386', '103', '49']",92
39105,84,1,419,"['291', '100', '15', '7', '6']",97
39106,84,1,2936,"['1329', '933', '497', '132', '45']",94
39107,84,1,716,"['179', '257', '181', '58', '41']",86
39108,84,1,1,[],0
39109,84,1,1677,"['574', '606', '389', '89', '19']",94
39110,84,1,268,"['117', '91', '52', '7', '1']",97
39111,84,1,503,"['118', '161', '144', '60', '20']",84
39112,84,1,27,"['18', '3', '1', '1', '4']",81
39113,84,1,26,"['4', '10', '11', '1', '0']",96
39114,84,1,3388,"['1228', '1171', '717', '174', '98']",92
39115,84,1,367,"['72', '133', '110', '39', '13']",86
39116,84,1,230,"['122', '69', '35', '2', '2']",98
39117,84,1,6151,"['2770', '2033', '902', '277', '169']",93
39118,84,1,7387,"['2758', '2446', '1588', '430', '165']",92
39119,84,1,220,"['43', '74', '72', '22', '9']",86
39120,84,1,294,"['107', '111', '59', '11', '6']",94
39121,84,1,4616,"['1366', '1718', '1100', '316', '116']",91
39122,84,1,38,"['11', '21', '5', '1', '0']",97
39123,84,1,7284,"['3316', '2618', '1119', '186', '45']",97
39124,84,1,7645,"['2544', '3413', '1469', '180', '39']",97
39125,84,1,6022,"['2448', '2309', '1001', '192', '72']",96
39126,84,1,2894,"['1410', '984', '429', '54', '17']",98
39127,84,1,645,"['182', '272', '142', '43', '6']",92
39128,84,1,350,"['142', '136', '63', '8', '1']",97
39129,84,1,1235,"['667', '290', '175', '58', '45']",92
39130,84,1,1226,"['422', '350', '313', '106', '35']",88
39131,84,1,62,"['8', '14', '26', '12', '2']",77
39132,84,1,1115,"['485', '408', '172', '38', '12']",96
39133,84,1,3230,"['1130', '1425', '569', '82', '24']",97
39134,84,1,5185,"['1424', '1849', '1350', '406', '156']",89
39135,84,1,2135,"['627', '761', '588', '114', '45']",93
39136,84,1,1826,"['534', '627', '544', '104', '17']",93
39137,84,1,33,"['3', '10', '17', '3', '0']",91
39138,84,1,289,"['62', '83', '103', '33', '8']",86
39139,84,1,3310,"['864', '1192', '919', '242', '93']",90
39140,84,1,3,[],0
39141,84,1,915,"['358', '329', '175', '34', '19']",94
39142,84,1,6,"['4', '1', '1', '0', '0']",100
39143,84,1,245,"['60', '78', '85', '17', '5']",91
39144,84,1,571,"['252', '202', '97', '17', '3']",96
39145,84,1,234,"['104', '77', '42', '11', '0']",95
39146,84,1,374,"['193', '124', '46', '4', '7']",97
39147,84,1,45,"['25', '14', '5', '1', '0']",98
39148,84,2,17624,"['7921', '5748', '3176', '604', '175']",96
39149,84,1,318,"['158', '99', '47', '11', '3']",96
39150,84,1,2204,"['796', '756', '460', '132', '60']",91
39151,84,1,333,"['147', '122', '62', '1', '1']",99
39152,84,1,2120,"['585', '714', '608', '170', '43']",90
39153,84,1,1045,"['218', '322', '378', '93', '34']",88
39154,84,1,4236,"['1296', '1491', '1061', '285', '103']",91
39155,84,1,2300,"['833', '852', '468', '104', '43']",94
39156,84,1,767,"['295', '314', '130', '23', '5']",96
39157,84,1,100,"['51', '33', '13', '1', '2']",97
39158,84,1,5827,"['1786', '2561', '1157', '257', '66']",94
39159,84,1,8682,"['4017', '3273', '1120', '198', '74']",97
39160,84,1,120,"['31', '51', '24', '10', '4']",88
39161,84,1,1811,"['617', '666', '396', '95', '37']",93
39162,84,1,205,"['121', '41', '28', '10', '5']",93
39163,84,1,411,"['129', '80', '101', '56', '45']",75
39164,84,1,204,"['110', '38', '38', '14', '4']",91
39165,84,1,1420,"['314', '531', '402', '140', '33']",88
39166,84,1,422,"['164', '153', '94', '9', '2']",97
39167,84,1,3,[],0
39168,84,1,2908,"['387', '743', '1109', '502', '167']",77
39169,84,1,186,"['80', '69', '28', '9', '0']",95
39170,84,1,23863,"['7790', '8688', '5578', '1421', '386']",92
39171,84,1,6661,"['1246', '2356', '1963', '780', '316']",84
39172,84,1,1328,"['646', '424', '169', '56', '33']",93
39173,84,1,271,"['64', '124', '67', '15', '1']",94
39174,84,1,2869,"['834', '1196', '660', '132', '47']",94
39175,84,2,7087,"['2781', '2911', '1154', '171', '70']",97
39176,84,1,2399,"['1916', '331', '108', '29', '15']",98
39177,84,1,119,"['39', '42', '31', '6', '1']",94
39178,84,1,1583,"['684', '507', '299', '65', '28']",94
39179,84,1,974,"['394', '307', '223', '39', '11']",95
39180,84,1,258,"['59', '67', '77', '45', '10']",79
39181,84,1,2959,"['1369', '837', '551', '158', '44']",93
39182,84,1,3,[],0
39183,84,2,6734,"['2298', '2585', '1409', '348', '94']",93
39184,84,1,1262,"['278', '347', '390', '176', '71']",80
39185,84,1,301,"['95', '79', '80', '28', '19']",84
39186,84,1,4483,"['1529', '1962', '828', '143', '21']",96
39187,84,1,3344,"['1661', '1168', '418', '77', '20']",97
39188,84,1,2118,"['645', '767', '525', '133', '48']",91
39189,84,1,272,"['105', '99', '55', '8', '5']",95
39190,84,1,2,[],0
39191,84,1,2433,"['1228', '667', '371', '115', '52']",93
39192,84,1,134,"['65', '42', '19', '5', '3']",94
39193,84,1,6267,"['3081', '1570', '1006', '358', '252']",90
39194,84,1,3203,"['1251', '1255', '591', '78', '28']",97
39195,84,1,519,"['185', '172', '126', '28', '8']",93
39196,84,1,818,"['313', '306', '153', '39', '7']",94
39197,84,1,14371,"['2504', '4621', '4661', '1872', '713']",82
39198,84,1,35,"['11', '18', '3', '3', '0']",91
39199,84,1,230,"['137', '49', '30', '10', '4']",94
39200,84,1,24,"['9', '10', '4', '0', '1']",96
39201,84,1,13551,"['4965', '4423', '3263', '706', '194']",93
39202,84,1,5142,"['1180', '2046', '1475', '327', '114']",91
39203,84,1,2,[],0
39204,84,1,47,"['33', '9', '2', '1', '2']",94
39205,84,1,373,"['183', '124', '55', '10', '1']",97
39206,84,1,673,"['188', '239', '185', '50', '11']",91
39207,84,1,5318,"['1179', '1788', '1740', '492', '119']",89
39208,84,1,1256,"['478', '506', '210', '45', '17']",95
39209,84,1,170,"['52', '59', '44', '14', '1']",91
39210,84,1,521,"['88', '154', '204', '60', '15']",86
39211,84,1,1773,"['545', '627', '453', '113', '35']",92
39212,84,1,2331,"['547', '918', '598', '209', '59']",89
39213,84,1,1073,"['597', '226', '148', '61', '41']",90
39214,84,1,697,"['241', '199', '165', '59', '33']",87
39215,84,1,423,"['167', '163', '68', '16', '9']",94
39216,84,1,1574,"['771', '517', '222', '42', '22']",96
39217,84,1,1716,"['1121', '379', '154', '43', '19']",96
39218,84,1,5191,"['1754', '1403', '1411', '477', '146']",88
39219,84,1,4222,"['1360', '1770', '932', '128', '32']",96
39220,84,1,4240,"['1688', '1503', '802', '186', '61']",94
39221,84,1,260,"['104', '106', '44', '5', '1']",98
39222,84,1,4553,"['2124', '1487', '697', '182', '63']",95
